title,price,description,stockQuantity,imageUrl,dateAddedToStock,dateRemovedFromStock
Pet Training Pads,783.79,Absorbent training pads for puppies and kittens.,984,http://dummyimage.com/109x100.png/ff4444/ffffff,16-02-2024,
Manual Coffee Grinder,52.45,Compact coffee grinder for fresh ground coffee beans.,144,http://dummyimage.com/122x100.png/5fa2dd/ffffff,17-07-2022,
Bluetooth Headphones,267.51,Noise-cancelling Bluetooth headphones for immersive sound.,198,http://dummyimage.com/140x100.png/cc0000/ffffff,10-04-2021,10-08-2021
Foam Building Blocks for Kids,531.67,Soft foam blocks perfect for building and imaginative play.,188,http://dummyimage.com/188x100.png/ff4444/ffffff,14-07-2021,
Streaming Device,823.99,HD streaming device for accessing popular services.,898,http://dummyimage.com/113x100.png/cc0000/ffffff,29-07-2021,
Compact Digital Camera,648.28,High-resolution camera for stunning photos.,360,http://dummyimage.com/142x100.png/ff4444/ffffff,03-01-2025,03-05-2025
Nutty Quinoa Salad,894.75,"A delicious salad with quinoa, nuts, and cranberries.",715,http://dummyimage.com/152x100.png/dddddd/000000,25-05-2024,
Herbal Garden Starter Kit,7.32,Indoor gardening kit with herbs and pots.,64,http://dummyimage.com/176x100.png/cc0000/ffffff,04-11-2024,04-08-2025
Leather Wallet,690.46,Genuine leather wallet with multiple compartments.,999,http://dummyimage.com/161x100.png/dddddd/000000,19-09-2021,
Comfort Flats,494.81,Everyday flats that combine comfort and style.,31,http://dummyimage.com/214x100.png/cc0000/ffffff,12-04-2022,
Magnetic Whiteboard,997.82,Reusable whiteboard for notes and reminders with magnetic backing.,773,http://dummyimage.com/120x100.png/dddddd/000000,20-05-2022,
Organic Coconut Water,363.08,Refreshing coconut water packed with electrolytes for hydration.,475,http://dummyimage.com/116x100.png/cc0000/ffffff,14-02-2025,
Spicy Roasted Nuts,348.79,"A mix of nuts roasted with spicy seasonings, perfect for snacking.",566,http://dummyimage.com/190x100.png/ff4444/ffffff,18-12-2024,
Fruit and Nut Energy Bites,34.4,Natural energy bites packed with fruits and nuts for a perfect snack.,158,http://dummyimage.com/119x100.png/ff4444/ffffff,12-05-2021,
Sliced Cheese,582.08,"Assorted sliced cheese, perfect for sandwiches.",360,http://dummyimage.com/213x100.png/5fa2dd/ffffff,10-01-2022,
Elderberry Syrup Kit,466.87,DIY kit to make your own elderberry syrup.,54,http://dummyimage.com/179x100.png/5fa2dd/ffffff,03-04-2024,
Handheld Garment Steamer,458.81,Quick and easy way to remove wrinkles from clothes.,198,http://dummyimage.com/119x100.png/ff4444/ffffff,18-04-2024,
Bike Helmet,843.07,Lightweight bike helmet with adjustable fit.,917,http://dummyimage.com/179x100.png/ff4444/ffffff,22-07-2023,
Pineapple Teriyaki Chicken Mix,462.21,A perfect blend of pineapple and teriyaki for stir-fry.,437,http://dummyimage.com/146x100.png/dddddd/000000,28-02-2024,
Coffee Grinder,647.85,Burr coffee grinder for fresh ground coffee.,417,http://dummyimage.com/216x100.png/5fa2dd/ffffff,27-11-2021,
Coconut Curry Chicken,565.53,"Tender chicken cooked in a rich coconut curry sauce, ready to heat and serve.",744,http://dummyimage.com/210x100.png/5fa2dd/ffffff,15-05-2024,
Truffle Parmesan Fries,209.71,"Crispy fries tossed in truffle oil and parmesan, a gourmet snack.",671,http://dummyimage.com/221x100.png/cc0000/ffffff,22-09-2020,
Oversized Denim Shirt,282.17,A trendy oversized denim shirt perfect for layering.,418,http://dummyimage.com/118x100.png/dddddd/000000,09-09-2021,
Chewy Granola Bars,322.98,Oats and honey bars with a chewy texture and nutty flavor.,443,http://dummyimage.com/124x100.png/5fa2dd/ffffff,25-12-2021,
Biodegradable Phone Case,399.07,Eco-friendly phone case designed to decompose safely.,999,http://dummyimage.com/211x100.png/dddddd/000000,03-08-2022,
Tandoori Chicken Marinade,929.14,Delicious and tangy marinade for grilling or baking chicken.,800,http://dummyimage.com/225x100.png/dddddd/000000,07-08-2022,
Digital Wireless Meat Thermometer,911.14,Bluetooth thermometer that alerts you when your meat is done.,176,http://dummyimage.com/139x100.png/5fa2dd/ffffff,06-05-2021,
LED Camping Lantern with USB Charging,522.18,Rechargeable lantern with multiple brightness settings for outdoors.,704,http://dummyimage.com/171x100.png/ff4444/ffffff,05-01-2021,
Pet Tracking Collar,798.84,GPS pet collar that helps locate your pet via smartphone app.,366,http://dummyimage.com/248x100.png/cc0000/ffffff,17-03-2023,
Pistachios,764.73,"Roasted pistachios, a healthy and tasty snack.",572,http://dummyimage.com/112x100.png/ff4444/ffffff,03-06-2022,
Pineapple Chunks (canned),720.89,Sweet pineapple chunks in syrup.,9,http://dummyimage.com/225x100.png/5fa2dd/ffffff,22-06-2024,
Plaid Flannel Shirt,60.41,"Soft flannel shirt with a timeless plaid pattern, perfect for layering.",544,http://dummyimage.com/111x100.png/ff4444/ffffff,11-05-2020,
Outdoor Adventure Backpack,180.65,Durable backpack for hiking or travel.,283,http://dummyimage.com/126x100.png/ff4444/ffffff,21-02-2025,
Lemon Dill Chicken Skewers,139.44,"Marinated chicken skewers with lemon and dill flavor, grilled to perfection.",184,http://dummyimage.com/180x100.png/ff4444/ffffff,08-11-2024,
Digital Alarm Clock,660.26,Snooze function and LED display for easy reading.,943,http://dummyimage.com/144x100.png/ff4444/ffffff,17-05-2020,
Biodegradable Dog Waste Bags,852.26,Eco-friendly bags for picking up after your pet.,972,http://dummyimage.com/244x100.png/cc0000/ffffff,01-06-2023,
Vegan Chickpea Salad,389.7,"Healthy salad made with chickpeas, vegetables, and a lemon dressing.",614,http://dummyimage.com/135x100.png/5fa2dd/ffffff,27-05-2022,
Wireless Smart Plug,3.31,Control home appliances remotely using your smartphone app.,562,http://dummyimage.com/145x100.png/cc0000/ffffff,11-05-2020,11-06-2020
LED Strip Lights Kit,676.17,DIY LED strip lights with remote control.,978,http://dummyimage.com/144x100.png/dddddd/000000,26-02-2021,
Foam Roller for Muscle Recovery,615.86,Use this foam roller for effective post-workout recovery.,634,http://dummyimage.com/205x100.png/ff4444/ffffff,16-04-2021,
Zesty Cilantro Lime Dressing,678.04,A bright and zesty dressing perfect for salads and tacos.,946,http://dummyimage.com/116x100.png/dddddd/000000,19-01-2021,19-12-2021
Brownie Bites,859.12,"Fudgy brownie bites, perfect for sharing or snacking.",803,http://dummyimage.com/233x100.png/ff4444/ffffff,15-06-2020,
Faux Fur Coat,447.04,A luxurious faux fur coat that adds glamour to any outfit.,738,http://dummyimage.com/227x100.png/ff4444/ffffff,24-11-2024,
Digital Stopwatch Timer,490.02,Accurate stopwatch for timing events and workouts.,131,http://dummyimage.com/246x100.png/dddddd/000000,06-12-2021,
Nut Mix,428.58,A blend of mixed nuts for snacking.,930,http://dummyimage.com/119x100.png/cc0000/ffffff,11-08-2024,
Memory Foam Mattress Pad,885.09,Extra layer of comfort for your mattress.,987,http://dummyimage.com/112x100.png/cc0000/ffffff,24-09-2021,
Car Trash Can,317.22,Compact trash can for keeping your car clean.,377,http://dummyimage.com/174x100.png/5fa2dd/ffffff,14-08-2020,
Electric Pressure Washer,535.79,Powerful electric pressure washer for deep cleaning.,751,http://dummyimage.com/157x100.png/dddddd/000000,12-07-2023,
Classic White T-Shirt,650.58,A timeless wardrobe staple crafted from soft cotton with a perfect fit.,98,http://dummyimage.com/197x100.png/dddddd/000000,08-04-2021,
Pet Travel Bowl,818.45,Collapsible travel bowl for pets on the go.,359,http://dummyimage.com/199x100.png/ff4444/ffffff,19-04-2021,
Chocolate Coconut Protein Balls,904.6,No-bake protein balls with chocolate and coconut flavors.,599,http://dummyimage.com/238x100.png/cc0000/ffffff,21-09-2023,
DIY Lip Balm Making Kit,282.38,Complete kit to make your own flavored lip balms at home.,846,http://dummyimage.com/114x100.png/ff4444/ffffff,28-02-2021,28-02-2022
Collapsible Storage Crates,276.84,Space-saving crates for easy organization at home or while traveling.,165,http://dummyimage.com/208x100.png/ff4444/ffffff,24-06-2021,
Herb Seasoned Couscous,973.9,"Fluffy couscous seasoned with a blend of herbs, perfect as a side dish.",657,http://dummyimage.com/150x100.png/dddddd/000000,13-07-2024,
Tofu,211.7,"Firm tofu, a great plant-based protein option.",398,http://dummyimage.com/245x100.png/dddddd/000000,07-12-2022,
Slim Wallet,361.99,RFID-blocking slim wallet for cards and cash.,951,http://dummyimage.com/157x100.png/cc0000/ffffff,01-04-2023,
Spicy Kimchi,163.82,"Traditional Korean fermented vegetables, packed with flavor.",397,http://dummyimage.com/220x100.png/dddddd/000000,22-07-2023,
Cucumber Relish,447.09,"Sweet relish made from cucumbers, perfect for sandwiches.",454,http://dummyimage.com/216x100.png/cc0000/ffffff,02-08-2020,
Saffron Rice Mix,460.87,Flavorful rice mix with saffron and spices.,60,http://dummyimage.com/166x100.png/cc0000/ffffff,18-05-2020,
Wrist Support Brace,581.66,Comfortable support brace to relieve wrist pain.,542,http://dummyimage.com/163x100.png/5fa2dd/ffffff,13-02-2021,
Hand Mixer,57.01,Compact hand mixer for easy baking.,960,http://dummyimage.com/196x100.png/ff4444/ffffff,07-04-2020,07-04-2021
Personal Security Alarm Keychain,744.05,Handy keychain that emits a loud alarm for personal safety.,305,http://dummyimage.com/136x100.png/dddddd/000000,12-06-2021,
Backpack,7.17,Durable and spacious backpack for travel and school.,456,http://dummyimage.com/110x100.png/5fa2dd/ffffff,21-08-2021,
Honey Roasted Chickpeas,878.44,Crispy chickpeas roasted with honey for a sweet and satisfying snack.,348,http://dummyimage.com/246x100.png/dddddd/000000,29-07-2023,
Portable Grill Cover,724.64,Durable cover to protect your grill from the elements.,677,http://dummyimage.com/172x100.png/ff4444/ffffff,05-02-2024,05-09-2024
Smart Doorbell,196.44,Wi-Fi enabled doorbell with HD camera and two-way audio.,854,http://dummyimage.com/225x100.png/dddddd/000000,16-07-2020,
Ethical Wool Scarf,140.77,A warm and sustainable wool scarf for chilly days.,795,http://dummyimage.com/236x100.png/cc0000/ffffff,13-02-2022,
Yoga Strap,692.36,Durable yoga strap for deeper stretches.,290,http://dummyimage.com/201x100.png/cc0000/ffffff,22-03-2025,
Vegetable Fried Rice,892.84,Quick and easy fried rice mixed with vegetables and soy sauce.,559,http://dummyimage.com/229x100.png/cc0000/ffffff,10-06-2024,10-12-2024
Nutty Quinoa Salad,402.06,"A delicious salad with quinoa, nuts, and cranberries.",9,http://dummyimage.com/182x100.png/cc0000/ffffff,13-07-2020,
Veggie Chips Variety Pack,791.17,A colorful variety of crunchy veggie chips for snacking.,773,http://dummyimage.com/215x100.png/dddddd/000000,29-04-2024,
Foldable Electric Scooter,216.24,Compact electric scooter for commuting and short trips.,577,http://dummyimage.com/109x100.png/dddddd/000000,29-06-2020,
Chili Garlic Sauce,358.22,"Spicy sauce made with chili peppers and garlic, great for stir-frying.",146,http://dummyimage.com/245x100.png/5fa2dd/ffffff,29-11-2024,
Pet Hair Removal Brush,680.3,Effective brush for removing loose hair from pets.,844,http://dummyimage.com/161x100.png/dddddd/000000,03-04-2023,03-10-2023
Denim Jacket,92.48,A classic denim jacket that never goes out of style.,969,http://dummyimage.com/191x100.png/ff4444/ffffff,21-01-2021,
Wall-Mounted Spice Rack,550.18,Space-saving rack to store and organize spices conveniently.,44,http://dummyimage.com/116x100.png/cc0000/ffffff,05-08-2020,
Wireless Wi-Fi Extender,42.06,Boosts your Wi-Fi coverage for better connectivity.,251,http://dummyimage.com/150x100.png/dddddd/000000,12-11-2021,
Caramel Sauce,503.76,Rich sauce for desserts and ice cream.,404,http://dummyimage.com/219x100.png/ff4444/ffffff,17-02-2024,
Desk Organizer Set,746.02,Stylish desk set to keep your workspace tidy and organized.,91,http://dummyimage.com/248x100.png/dddddd/000000,07-02-2025,07-04-2025
Organic Honeycrisp Apples,198.28,"Sweet and crisp apples, perfect for snacking.",304,http://dummyimage.com/148x100.png/dddddd/000000,11-02-2021,
Granola Cereal,741.37,"Crunchy granola with oats, nuts, and honey.",93,http://dummyimage.com/121x100.png/5fa2dd/ffffff,04-07-2024,
Thai Peanut Noodles,416.79,Noodles tossed in a spicy Thai peanut sauce.,233,http://dummyimage.com/163x100.png/dddddd/000000,21-10-2021,
Paint By Numbers Kit,550.69,Relaxing paint kit with pre-printed canvas for painting.,833,http://dummyimage.com/206x100.png/ff4444/ffffff,10-09-2022,
Coconut Milk Ice Cream,205.67,"Dairy-free ice cream made with coconut milk, creamy and delicious.",393,http://dummyimage.com/143x100.png/dddddd/000000,18-11-2020,
Classic Cheesecake Mix,478.18,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",381,http://dummyimage.com/190x100.png/dddddd/000000,05-05-2022,
Travel Organizer,88.01,Compact travel organizer for accessories and toiletries.,956,http://dummyimage.com/125x100.png/dddddd/000000,02-08-2023,
Oven Mitts with Pocket,345.87,Silicone oven mitts designed for safe cooking and baking.,781,http://dummyimage.com/229x100.png/5fa2dd/ffffff,01-04-2023,
Tortilla Chips,715.41,"Crispy tortilla chips, perfect for dipping.",473,http://dummyimage.com/194x100.png/ff4444/ffffff,09-02-2025,
Travel Laundry Bag,225.29,Compact laundry bag for travel use.,543,http://dummyimage.com/157x100.png/cc0000/ffffff,26-03-2025,
Pineapple Rings,988.11,Delicious canned pineapple rings for desserts or salads.,964,http://dummyimage.com/145x100.png/dddddd/000000,07-05-2020,
LED Disco Ball Light,798.17,Fun light that creates a disco atmosphere for parties.,573,http://dummyimage.com/135x100.png/5fa2dd/ffffff,03-08-2023,
Ginger Snaps,947.14,Spicy ginger cookies that are crunchy and delicious.,769,http://dummyimage.com/166x100.png/cc0000/ffffff,25-03-2022,
Vacuum Sealer Machine,561.23,Seal food and maintain freshness longer.,387,http://dummyimage.com/137x100.png/ff4444/ffffff,19-02-2022,
Fitness Jump Rope,846.37,Durable jump rope for cardio workouts.,312,http://dummyimage.com/119x100.png/5fa2dd/ffffff,26-10-2024,
Smart Wi-Fi Light Bulbs,93.09,Energy-efficient LED bulbs that can be controlled via smartphone.,979,http://dummyimage.com/239x100.png/ff4444/ffffff,27-08-2024,
Poppy Seed Dressing,275.87,"A light and tangy dressing with poppy seeds, perfect for salads.",695,http://dummyimage.com/198x100.png/dddddd/000000,08-01-2021,
Pistachio Ice Cream,921.6,Creamy pistachio-flavored ice cream with real nuts.,250,http://dummyimage.com/203x100.png/dddddd/000000,11-08-2020,
Non-Stick Baking Sheets,579.23,Set of baking sheets for effortless baking.,392,http://dummyimage.com/126x100.png/dddddd/000000,08-11-2024,
Action Camera,786.6,Compact action camera for capturing adventures.,642,http://dummyimage.com/191x100.png/dddddd/000000,13-07-2022,
Tea Infuser Bottle,571.64,Bottle with infuser for brewing loose-leaf tea on the go.,775,http://dummyimage.com/160x100.png/dddddd/000000,18-12-2024,
Fitness Resistance Bands Set,601.44,Variety of bands suitable for all fitness levels.,62,http://dummyimage.com/133x100.png/5fa2dd/ffffff,26-02-2025,
Ice Cream Maker,865.16,Homemade ice cream maker for delicious desserts.,965,http://dummyimage.com/214x100.png/cc0000/ffffff,06-06-2020,
Handmade Leather Wallet,767.69,High-quality leather wallet with multiple compartments.,688,http://dummyimage.com/139x100.png/dddddd/000000,20-10-2021,
Gaming Headset,892.22,Comfortable gaming headset with surround sound.,400,http://dummyimage.com/232x100.png/cc0000/ffffff,14-11-2020,
Memory Card,317.77,64GB SD memory card for cameras and devices.,83,http://dummyimage.com/131x100.png/ff4444/ffffff,01-10-2020,
Smartphone Photography Ring Light,603.49,Portable ring light that enhances your photos with perfect lighting.,193,http://dummyimage.com/105x100.png/5fa2dd/ffffff,08-08-2021,08-06-2022
Coconut Cream Pie,988.05,Delicious pie filled with coconut cream and topped with whipped cream.,360,http://dummyimage.com/106x100.png/cc0000/ffffff,29-05-2021,
Vegan Chocolate Cake Mix,37.06,Plant-based mix for a rich chocolate cake.,492,http://dummyimage.com/100x100.png/ff4444/ffffff,15-10-2022,
Chickpea Snack Mix,968.36,"Crunchy, seasoned chickpeas for a wholesome snack.",180,http://dummyimage.com/222x100.png/5fa2dd/ffffff,24-07-2021,
Mixed Berry Smoothie Pack,799.07,"Frozen berries blend perfect for smoothies, just add yogurt.",91,http://dummyimage.com/172x100.png/cc0000/ffffff,11-09-2023,
Chickpea Pasta,34.03,Healthy pasta alternative made from chickpeas,230,http://dummyimage.com/165x100.png/dddddd/000000,21-06-2024,
Electric Rice Cooker,523.76,Multi-function rice cooker for all types of rice recipes.,991,http://dummyimage.com/155x100.png/dddddd/000000,19-10-2020,
Compact Folding Table,400.99,Versatile folding table great for events or outdoor activities.,992,http://dummyimage.com/172x100.png/cc0000/ffffff,15-02-2022,
Incense Holder,873.6,Ceramic incense holder for a calming atmosphere.,72,http://dummyimage.com/180x100.png/dddddd/000000,17-10-2023,
Portable Camping Stove,38.65,Compact camp stove for outdoor cooking.,716,http://dummyimage.com/235x100.png/5fa2dd/ffffff,25-06-2023,
Cucumber Relish,128.02,"Sweet relish made from cucumbers, perfect for sandwiches.",60,http://dummyimage.com/226x100.png/dddddd/000000,25-05-2023,
Lentils,811.19,"High in protein, perfect for soups and stews.",39,http://dummyimage.com/143x100.png/dddddd/000000,27-08-2023,
Honey Glazed Carrots,496.39,"Sweet and savory carrots glazed in honey, perfect as a side dish.",387,http://dummyimage.com/103x100.png/5fa2dd/ffffff,11-10-2022,
